SampleID,Site,LitterOrigin,MicrobialOrigin,Replicate,Timepoint,Date,Collection,FullBag,EmptyBag,BagDiff,EmptyContainer,FullContainer,ContainerDiff,DNAWetWeight,HydrolyticWetWeight,OxidativeWetWeight,BactWetWeight,LitterWetWeight,LitterDryWeight,WetLitterPlusEnvWeight,EnvWeight,DryLitterPlusEnvWeight,HyphaeWetWeight
4G02,Woodland,Grassland,Grassland,2,2,10/25/16,10/24/16,18.15,7.52,10.63,51.02,61.44,10.42,,0.82,0.42,0.21,2.34,0.55,,1.07,1.62,0.18
4G03,Woodland,Grassland,Grassland,3,2,10/25/16,10/24/16,18.71,7.82,10.89,50.34,61.04,10.7,,0.86,0.39,0.21,2.1,0.39,,1.1,1.49,0.22
4G04,Woodland,Grassland,Grassland,4,2,10/25/16,10/24/16,15.89,7.47,8.42,50.71,58.84,8.13,,0.8,0.39,0.24,2.02,0.54,,1.07,1.61,0.18
4L01,Woodland,Woodland,,1,2,10/25/16,10/24/16,9.07,4.61,4.46,47.36,51.68,4.32,,,,0.21,1.58,0.56,,1.08,1.64,0.21
4L02,Woodland,Woodland,,2,2,10/25/16,10/24/16,9.52,4.82,4.7,47.84,52.4,4.56,,,,0.21,1.19,0.36,,1.1,1.46,0.21
4L03,Woodland,Woodland,,3,2,10/25/16,10/24/16,9.06,4.69,4.37,49.01,53.18,4.17,,,,0.18,1.21,0.31,,1.08,1.39,0.2
4L04,Woodland,Woodland,,4,2,10/25/16,10/24/16,9.86,4.68,5.18,48.23,53.18,4.95,,,,0.2,1.89,0.58,,1.08,1.66,0.21
4N01,Woodland,Woodland,,1,2,10/25/16,10/24/16,10.29,7.23,3.06,48.22,51.29,3.07,,0.415,0.193,0.21,1.49,0.74,,1.09,1.83,0.2
4N02,Woodland,Woodland,,2,2,10/25/16,10/24/16,10.26,7.14,3.12,48.8,51.88,3.08,,0.395,0.207,0.21,1.26,0.6,,1.09,1.69,0.22
4N03,Woodland,Woodland,,3,2,10/25/16,10/24/16,9.72,6.95,2.77,48.15,50.87,2.72,,0.416,0.213,0.21,1.23,0.65,,1.09,1.74,0.19
4N04,Woodland,Woodland,,4,2,10/25/16,10/24/16,11.63,7.57,4.06,47.77,51.75,3.98,,0.407,0.227,0.19,1.64,0.57,,1.08,1.65,0.19
4P01,Woodland,Grassland,Oak Pine,1,2,10/25/16,10/24/16,20.46,6.41,14.05,50.58,63.23,12.65,,0.83,0.43,0.19,2.09,0.47,,1.1,1.57,0.21
4P02,Woodland,Grassland,Oak Pine,2,2,10/25/16,10/24/16,17.75,7.87,9.88,50.4,60.06,9.66,,0.79,0.43,0.21,2.12,0.71,,1.07,1.78,0.21
4P03,Woodland,Grassland,Oak Pine,3,2,10/25/16,10/24/16,17.38,7.22,10.16,50.46,61.66,11.2,,0.84,0.41,0.25,2.14,0.62,,1.06,1.68,0.18
4P04,Woodland,Grassland,Oak Pine,4,2,10/25/16,10/24/16,17.81,7.44,10.37,50.75,61.04,10.29,,0.84,0.45,0.18,2.04,0.64,,1.09,1.73,0.17
4S01,Woodland,Grassland,Subalpine,1,2,10/25/16,10/24/16,18.87,7.55,11.32,50.52,61.71,11.19,,0.83,0.43,0.21,2.19,0.65,,1.07,1.72,0.21
4S02,Woodland,Grassland,Subalpine,2,2,10/25/16,10/24/16,17.73,7.2,10.53,50.41,60.81,10.4,,0.8,0.42,0.21,2.08,0.67,,1.08,1.75,0.22
4S03,Woodland,Grassland,Subalpine,3,2,10/25/16,10/24/16,18.27,7.15,11.12,50.69,61.67,10.98,,0.82,0.39,0.22,2.08,0.59,,1.08,1.67,0.19
4S04,Woodland,Grassland,Subalpine,4,2,10/25/16,10/24/16,16.18,7.17,9.01,50.69,59.56,8.87,,0.82,0.4,0.21,2.06,0.77,,1.08,1.85,0.19
4W01,Woodland,Grassland,Woodland,1,2,10/25/16,10/24/16,16.05,6.97,9.08,50.38,59.19,8.81,,0.81,0.43,0.23,2.15,0.72,,1.09,1.81,0.18
4W02,Woodland,Grassland,Woodland,2,2,10/25/16,10/24/16,18.06,7.27,10.79,50.47,61.08,10.61,,0.82,0.42,0.22,2.05,0.59,,1.11,1.7,0.18
4W03,Woodland,Grassland,Woodland,3,2,10/25/16,10/24/16,19.66,7.25,12.41,50.29,62.56,12.27,,0.81,0.44,0.19,2.17,0.59,,1.07,1.66,0.22
4W04,Woodland,Grassland,Woodland,4,2,10/25/16,10/24/16,17.38,6.85,10.53,50.65,60.59,9.94,,0.81,0.39,0.21,2.08,0.63,,1.1,1.73,0.2
5C01,Subalpine,Grassland,,1,2,10/25/16,10/24/16,28.19,7.68,20.51,50.84,71.18,20.34,,,,0.22,2.61,0.36,,1.11,1.47,0.22
5C02,Subalpine,Grassland,,2,2,10/25/16,10/24/16,30.55,7.68,22.87,50.59,73.29,22.7,,,,0.18,2.57,0.3,,1.09,1.39,0.19
5C03,Subalpine,Grassland,,3,2,10/25/16,10/24/16,22.89,7.61,15.28,50.35,65.51,15.16,,,,0.19,2.39,0.44,,1.1,1.54,0.19
5C04,Subalpine,Grassland,,4,2,10/25/16,10/24/16,16.09,7.32,8.77,50.41,59.13,8.72,,,,0.21,2.61,0.94,,1.11,2.05,0.2
5D01,Subalpine,Grassland,Desert,1,2,10/25/16,10/24/16,30.7,8.18,22.52,50.64,72.62,21.98,,0.789,0.395,0.179,2.436,0.3,,1.09,1.39,0.194
5D02,Subalpine,Grassland,Desert,2,2,10/25/16,10/24/16,53.7107,7.9199,45.7908,50.33,65.95,15.62,,0.8197,0.4193,0.2128,1.2457,0.22,,1.07,1.29,0.2015
5D03,Subalpine,Grassland,Desert,3,2,10/25/16,10/24/16,26.507,7.5703,18.9367,50.67,69.38,18.71,,0.7831,0.4183,0.2103,1.7086,0.28,,1.07,1.35,0.2121
5D04,Subalpine,Grassland,Desert,4,2,10/25/16,10/24/16,15.07,7.38,7.69,50.96,59.63,8.67,,0.853,0.4367,0.2064,2.4822,0.86,,1.1,1.96,0.1973
5G01,Subalpine,Grassland,Grassland,1,2,10/25/16,10/24/16,23.0064,7.0904,15.916,50.71,66.42,15.71,,0.7752,0.3986,0.187,2.372,0.37,,1.1,1.47,0.262
5G02,Subalpine,Grassland,Grassland,2,2,10/25/16,10/24/16,16.8802,7.2585,9.6217,50.78,60.24,9.46,,0.7943,0.4033,0.1994,0.2522,0.08,,1.07,1.11,0.2165
5G03,Subalpine,Grassland,Grassland,3,2,10/25/16,10/24/16,21.82,8.23,13.59,50.57,63.9,13.33,,0.8365,0.4084,0.2012,2.1267,0.56,,1.11,1.67,0.2027
5G04,Subalpine,Grassland,Grassland,4,2,10/25/16,10/24/16,13.29,6.35,6.94,50.8,56.57,5.77,,0.8024,0.4046,0.1925,2.1169,1.38,,1.11,2.49,0.207
5L01,Subalpine,Subalpine,,1,2,10/25/16,10/24/16,9.17,4.82,4.35,47.96,52.11,4.15,,,,0.22,1.36,0.48,,1.12,1.6,0.18
5L02,Subalpine,Subalpine,,2,2,10/25/16,10/24/16,9.32,4.87,4.45,48.09,52.33,4.24,,,,0.23,1.32,0.49,,1.09,1.58,0.18
5L03,Subalpine,Subalpine,,3,2,10/25/16,10/24/16,9.04,4.62,4.42,49.2,53.51,4.31,,,,0.19,1.65,0.57,,1.11,1.68,0.18
5L04,Subalpine,Subalpine,,4,2,10/25/16,10/24/16,8.78,4.58,4.2,48.59,52.58,3.99,,,,0.19,1.48,0.53,,1.1,1.63,0.19
5N01,Subalpine,Subalpine,,1,2,10/25/16,10/24/16,12.24,7.61,4.63,47.39,51.92,4.53,,0.405,0.208,0.2,2.05,0.72,,1.1,1.82,0.22
5N02,Subalpine,Subalpine,,2,2,10/25/16,10/24/16,13.2,7.67,5.53,48.86,54.11,5.25,,0.3929,0.2163,0.23,1.05,0.28,,1.09,1.37,0.2
5N03,Subalpine,Subalpine,,3,2,10/25/16,10/24/16,11.45,7.23,4.22,47.27,51.44,4.17,,0.418,0.234,0.19,1.74,0.67,,1.09,1.76,0.18
5N04,Subalpine,Subalpine,,4,2,10/25/16,10/24/16,10.37,7.11,3.26,47.95,51.22,3.27,,0.4009,0.2002,0.19,1.16,0.57,,1.13,1.7,0.19
5P01,Subalpine,Grassland,Oak Pine,1,2,10/25/16,10/24/16,23.3337,7.523,15.8107,50.75,66.26,15.51,,0.7748,0.445,0.2181,1.2797,0.18,,1.09,1.27,0.2212
5P02,Subalpine,Grassland,Oak Pine,2,2,10/25/16,10/24/16,27.7758,7.5689,20.2069,50.46,70.38,19.92,,0.846,0.4362,0.2161,1.4214,0.15,,1.08,1.23,0.2158
5P03,Subalpine,Grassland,Oak Pine,3,2,10/25/16,10/24/16,24.8625,8.5703,16.2922,50.74,66.85,16.11,,0.8054,0.4135,0.1758,1.4285,0.26,,1.09,1.35,0.2632
5P04,Subalpine,Grassland,Oak Pine,4,2,10/25/16,10/24/16,14.7975,7.373,7.4245,50.96,58.15,7.19,,0.7728,0.412,0.2279,1.2217,0.49,,1.1,1.59,0.2077
5S01,Subalpine,Grassland,Subalpine,1,2,10/25/16,10/24/16,23.9752,7.5045,16.4707,50.59,66.81,16.22,,0.8057,0.4326,0.2209,1.2465,0.18,,1.09,1.27,0.1924
5S02,Subalpine,Grassland,Subalpine,2,2,10/25/16,10/24/16,22.0175,7.4295,14.588,50.34,65.84,15.5,,0.8632,0.4004,0.2205,1.3589,0.22,,1.1,1.32,0.1909
5S03,Subalpine,Grassland,Subalpine,3,2,10/25/16,10/24/16,17.2709,6.8935,10.3774,50.71,61.46,10.75,,0.7958,0.3991,0.194,0.2314,0.08,,1.09,1.11,0.2102
5S04,Subalpine,Grassland,Subalpine,4,2,10/25/16,10/24/16,13.9757,6.34,7.6357,50.26,56.77,6.51,,0.8838,0.463,0.209,2.4844,1.1,,1.07,2.17,0.1986
5W01,Subalpine,Grassland,Woodland,1,2,10/25/16,10/24/16,25.2432,8.5342,16.709,50.62,67.13,16.51,,0.8504,0.4315,0.2304,2.3136,0.37,,1.07,1.44,0.1856
5W02,Subalpine,Grassland,Woodland,2,2,10/25/16,10/24/16,24.6652,7.4708,17.1944,50.6,67.55,16.95,,0.8484,0.4254,0.2152,1.3577,0.19,,1.11,1.3,0.1805
5W03,Subalpine,Grassland,Woodland,3,2,10/25/16,10/24/16,26.5223,7.5365,18.9858,50.58,69.28,18.7,,0.8783,0.3951,0.2078,1.1626,0.18,,1.09,1.27,0.1908
5W04,Subalpine,Grassland,Woodland,4,2,10/25/16,10/24/16,13.267,7.2766,5.9904,50.56,56.45,5.89,,0.8058,0.394,0.2254,1.0796,0.58,,1.09,1.67,0.2121
1D01,Desert,Grassland,Desert,1,3,,,10.031,6.099,3.932,48.95,52.588,3.638,0.046,0.422,0.201,0.102,1.121,0.98,,1.89,2.87,0.098
1D02,Desert,Grassland,Desert,2,3,,,9.328,5.832,3.496,49.05,52.508,3.458,0.052,0.398,0.2,0.097,1.154,0.99,,1.84,2.83,0.095
1D03,Desert,Grassland,Desert,3,3,,,9.611,5.827,3.784,48.21,52.015,3.805,0.048,0.386,0.208,0.106,1.201,1,,1.92,2.92,0.108
1D04,Desert,Grassland,Desert,4,3,,,9.483,5.508,3.975,48.12,52.041,3.921,0.047,0.395,0.206,0.106,1.58,1.37,,1.9,3.27,0.101
1G01,Desert,Grassland,Grassland,1,3,,,9.848,5.937,3.911,47.29,51.212,3.922,0.05,0.402,0.206,0.104,1.021,0.87,,1.89,2.76,0.104
1G02,Desert,Grassland,Grassland,2,3,,,9.771,4.257,5.514,49.04,,,0.055,0.409,0.213,0.108,1.086,0.92,,1.88,2.8,0.105
1G03,Desert,Grassland,Grassland,3,3,,,10.011,6.092,3.919,48.75,52.615,3.865,0.053,0.4,0.212,0.101,1.064,0.89,,1.93,2.82,0.115
1G04,Desert,Grassland,Grassland,4,3,,,10.032,6.254,3.778,47.42,51.188,3.768,0.053,0.408,0.204,0.109,1.018,0.85,,1.91,2.76,0.103
1W01,Desert,Grassland,Woodland,1,3,,,10.003,6.494,3.509,47.95,51.405,3.455,0.055,0.414,0.214,0.098,1.014,0.87,,1.9,2.77,0.108
1W02,Desert,Grassland,Woodland,2,3,,,9.976,6.169,3.807,48.86,52.561,3.701,0.049,0.402,0.207,0.094,1.053,0.88,,1.91,2.79,0.096
1W03,Desert,Grassland,Woodland,3,3,,,10.066,6.414,3.652,48.15,51.822,3.672,0.055,0.4,0.211,0.112,1.035,0.85,,1.92,2.77,0.113
1W04,Desert,Grassland,Woodland,4,3,,,8.936,6.192,2.744,47.95,50.66,2.71,0.052,0.401,0.205,0.106,1.06,0.89,,1.96,2.85,1.08
1P01,Desert,Grassland,Oak Pine,1,3,,,7.743,4.373,3.37,47.95,49.298,1.348,0.054,0.395,0.201,0.106,1.072,0.94,,1.89,2.83,0.104
1P02,Desert,Grassland,Oak Pine,2,3,,,9.667,5.995,3.672,47.9,51.428,3.528,0.046,0.405,0.201,0.094,1.057,0.89,,1.85,2.74,0.1
1P03,Desert,Grassland,Oak Pine,3,3,,,9.982,6.202,3.78,47.5,51.004,3.504,0.052,0.495,0.203,0.109,1.058,0.88,,1.93,2.81,0.101
1P04,Desert,Grassland,Oak Pine,4,3,,,7.749,4.131,3.618,48.13,49.718,1.588,0.051,0.413,0.198,0.107,1.05,0.87,,1.91,2.78,0.098
1S01,Desert,Grassland,Subalpine,1,3,,,10.453,6.592,3.861,47.9,51.719,3.819,0.048,0.395,0.204,0.099,1.076,0.92,,1.87,2.79,0.11
1S02,Desert,Grassland,Subalpine,2,3,,,9.898,6.243,3.655,48.79,52.328,3.538,0.046,0.411,0.199,0.109,1.043,0.89,,1.84,2.73,0.096
1S03,Desert,Grassland,Subalpine,3,3,,,10.2061,6.403,3.8031,48.21,51.75,3.54,0.0545,0.4459,0.2002,0.1593,0.9907,0.85,,1.92,2.77,0.0995
1S04,Desert,Grassland,Subalpine,4,3,,,10.02,6.273,3.747,47.94,51.648,3.708,0.056,0.401,0.195,0.114,1.099,0.94,,1.9,2.84,0.105
1C01,Desert,Grassland,,1,3,,,9.942,6.08,3.862,47.99,51.812,3.822,,,,0.118,1.121,1,,1.89,2.89,0.103
1C02,Desert,Grassland,,2,3,,,10.088,6.163,3.925,47.9,51.69,3.79,,,,0.123,1.07,0.92,,1.87,2.79,0.119
1C03,Desert,Grassland,,3,3,,,9.822,6.431,3.391,47.31,50.786,3.476,,,,0.106,1.091,0.92,,1.9,2.82,0.112
1C04,Desert,Grassland,,4,3,,,9.946,6.073,3.873,48.22,52.065,3.845,,,,0.11,1.07,0.93,,1.93,2.86,0.109
1N01,Desert,Grassland,,1,3,,,8.236,6.203,2.033,48.01,50.047,2.037,,,,0.107,1.007,0.86,,1.86,2.72,0.11
1N02,Desert,Grassland,,2,3,,,7.772,5.857,1.915,48.82,50.773,1.953,,,,0.119,1.027,0.86,,1.88,2.74,0.111
1N03,Desert,Grassland,,3,3,,,8.242,6.342,1.9,48.25,50.165,1.915,,,,0.111,1.045,0.88,,1.89,2.77,0.108
1N04,Desert,Grassland,,4,3,,,5.942,5.918,0.024,47.9,49.867,1.967,,,,0.105,1.007,0.86,,1.9,2.76,0.1
1L01,Desert,Grassland,,1,3,,,5.416,3.753,1.663,48.1,49.8,1.7,,,,0.123,1.049,0.94,,1.9,2.84,0.12
1L02,Desert,Grassland,,2,3,,,5.3931,3.7486,1.6445,47.37,48.86,1.49,,,,0.1474,1.0862,0.98,,1.88,2.86,0.1043
1L03,Desert,Grassland,,3,3,,,5.203,3.627,1.576,47.25,48.853,1.603,,,,0.112,1.021,0.92,,1.9,2.82,0.112
1L04,Desert,Grassland,,4,3,,,5.147,3.6097,1.5373,48.1,49.61,1.51,,,,0.1504,1.013,0.9,,1.88,2.78,0.1017
2D01,Grassland,Grassland,Desert,1,3,,,7.96,5.935,2.025,49.05,51.017,1.967,0.051,0.406,0.205,0.103,0.852,0.72,,1.92,2.64,0.105
2D02,Grassland,Grassland,Desert,2,3,,,8.913,6.203,2.71,47.49,50.069,2.579,0.5,0.408,0.209,0.1,1.013,0.84,,1.83,2.67,0.106
2D03,Grassland,Grassland,Desert,3,3,,,,,,47.87,,,,,,,,,,1.93,,
2D04,Grassland,Grassland,Desert,4,3,,,8.416,6.173,2.243,47.57,49.803,2.233,0.056,0.407,0.208,0.106,1.033,0.86,,1.88,2.74,0.101
2G01,Grassland,Grassland,Grassland,1,3,,,8.818,6.418,2.4,48.12,50.489,2.369,0.051,0.408,0.2,0.104,1.031,0.86,,1.89,2.75,0.101
2G02,Grassland,Grassland,Grassland,2,3,,,8.634,6.223,2.411,47.4,49.814,2.414,0.05,0.405,0.199,0.1,1.034,0.88,,1.91,2.79,0.101
2G03,Grassland,Grassland,Grassland,3,3,,,8.315,6.354,1.961,48.63,50.615,1.985,0.049,0.409,0.202,0.097,0.862,0.71,,1.87,2.58,0.1
2G04,Grassland,Grassland,Grassland,4,3,,,8.401,6.229,2.172,48.04,50.223,2.183,0.045,0.402,0.195,0.098,1.053,0.89,,1.88,2.77,0.108
2W01,Grassland,Grassland,Woodland,1,3,,,8.014,6.467,1.547,47.8,49.328,1.528,0.054,0.409,0.204,0.106,0.407,0.3,,1.86,2.16,0.106
2W02,Grassland,Grassland,Woodland,2,3,,,8.727,6.245,2.482,47.9,50.357,2.457,0.045,0.399,0.209,0.092,1.392,1.18,,1.86,3.04,0.095
2W03,Grassland,Grassland,Woodland,3,3,,,8.057,6.066,1.991,48.11,50.056,1.946,0.05,0.405,0.206,0.108,0.794,0.65,,1.89,2.54,0.11
2W04,Grassland,Grassland,Woodland,4,3,,,8.419,6.082,2.337,47.52,49.762,2.242,0.053,0.407,0.208,0.108,1.018,0.85,,1.89,2.74,0.1
2P01,Grassland,Grassland,Oak Pine,1,3,,,8.339,6.421,1.918,47.39,49.283,1.893,0.045,0.395,0.201,0.11,0.811,0.65,,1.92,2.57,0.102
2P02,Grassland,Grassland,Oak Pine,2,3,,,8.294,6.229,2.065,47.39,49.443,2.053,0.052,0.4,0.096,0.102,1.068,0.91,,1.85,2.76,0.102
2P03,Grassland,Grassland,Oak Pine,3,3,,,8.163,6.223,1.94,47.33,49.26,1.93,0.045,0.4,0.196,0.108,0.836,0.67,,1.88,2.55,0.1
2P04,Grassland,Grassland,Oak Pine,4,3,,,8.482,6.392,2.09,47.98,50.079,2.099,0.053,0.418,0.201,0.099,0.97,0.8,,1.9,2.7,0.096
2S01,Grassland,Grassland,Subalpine,1,3,,,8.5238,6.3749,2.1489,48.96,49.1656,0.2056,0.0522,0.4016,0.2111,0.1098,0.966,0.8,,1.91,2.71,0.1045
2S02,Grassland,Grassland,Subalpine,2,3,,,8.2986,6.0947,2.2039,49.08,51.2336,2.1536,0.0508,0.3998,0.2119,0.1107,1.0016,0.82,,1.93,2.75,0.1088
2S03,Grassland,Grassland,Subalpine,3,3,,,8.0018,6.0272,1.9746,48.08,49.9668,1.8868,0.515,0.4007,0.2059,0.107,0.7568,0.6,,1.89,2.49,0.1067
2S04,Grassland,Grassland,Subalpine,4,3,,,8.201,6.104,2.097,48.87,50.949,2.079,0.049,0.409,0.192,0.102,1.002,0.74,,1.93,2.67,0.1
2C01,Grassland,Grassland,,1,3,,,8.78,6.161,2.619,47.83,50.375,2.545,,,,0.108,1.026,0.86,,1.88,2.74,0.096
2C02,Grassland,Grassland,,2,3,,,7.876,5.736,2.14,48.9,51.012,2.112,,,,0.106,1.024,0.86,,1.88,2.74,0.101
2C03,Grassland,Grassland,,3,3,,,8.656,6.137,2.519,48.13,50.609,2.479,,,,0.1,1.033,0.87,,1.88,2.75,0.101
2C04,Grassland,Grassland,,4,3,,,8.38,6.03,2.35,48,50.29,2.29,,,,0.1,1.131,0.93,,1.89,2.82,0.09
2N01,Grassland,Grassland,,1,3,,,7.088,6.177,0.911,47.47,48.382,0.912,,,,0.106,0.555,0.42,,1.91,2.33,0.102
2N02,Grassland,Grassland,,2,3,,,6.826,5.921,0.905,48.08,48.984,0.904,,,,0.109,0.571,0.44,,1.9,2.34,0.106
2N03,Grassland,Grassland,,3,3,,,6.88,5.93,0.95,47.5,48.362,0.862,,,,0.108,0.562,0.43,,1.88,2.31,0.103
2N04,Grassland,Grassland,,4,3,,,6.755,5.869,0.886,47.29,48.275,0.985,,,,0.108,0.684,0.55,,1.87,2.42,0.099
2L01,Grassland,Grassland,,1,3,,,4.87,3.76,1.11,48.19,49.27,1.08,,,,0.1,0.84,0.69,,1.94,2.63,0.1
2L02,Grassland,Grassland,,2,3,,,5.27,4.135,1.135,48.08,49.206,1.126,,,,0.11,0.871,0.73,,1.84,2.57,0.104
2L03,Grassland,Grassland,,3,3,,,4.78,3.81,0.97,47.4,48.36,0.96,,,,0.11,0.64,0.51,,1.89,2.4,0.11
2L04,Grassland,Grassland,,4,3,,,5.13,3.86,1.27,47.28,48.45,1.17,,,,0.11,0.9,0.74,,1.89,2.63,0.1
3D01,Oak-Pine,Grassland,Desert,1,3,,,8.8814,6.2512,2.6302,47.29,49.9142,2.6242,0.054,0.4141,0.2074,0.099,0.9612,0.77,,1.89,2.66,0.1064
3D02,Oak-Pine,Grassland,Desert,2,3,,,8.8466,5.977,2.8696,48.02,50.9168,2.8968,0.0497,0.4312,0.2071,0.1053,1.055,0.9,,1.91,2.81,0.1172
3D03,Oak-Pine,Grassland,Desert,3,3,,,8.8367,5.8999,2.9368,48.65,51.5969,2.9469,0.0523,0.4079,0.1982,0.0955,1.0028,0.84,,1.88,2.72,0.1098
3D04,Oak-Pine,Grassland,Desert,4,3,,,8.9013,5.9882,2.9131,47.98,50.8917,2.9117,0.0568,0.4386,0.2156,0.1068,1.0624,0.89,,1.89,2.78,0.1014
3G01,Oak-Pine,Grassland,Grassland,1,3,,,8.4834,5.9851,2.4983,47.49,49.9819,2.4919,0.0533,0.3932,0.2042,0.1038,1.0105,0.84,,1.9,2.74,0.1027
3G02,Oak-Pine,Grassland,Grassland,2,3,,,8.621,5.9661,2.6549,47.44,50.0769,2.6369,0.0525,0.4053,0.1965,0.0988,1.158,0.98,,1.85,2.83,0.0983
3G03,Oak-Pine,Grassland,Grassland,3,3,,,8.6081,5.9186,2.6895,48.81,51.509,2.699,0.0514,0.426,0.2039,0.0981,1.037,0.87,,1.89,2.76,0.1094
3G04,Oak-Pine,Grassland,Grassland,4,3,,,8.8262,6.1286,2.6976,49.08,51.7846,2.7046,0.0492,0.4012,0.2015,0.1033,1.185,1.03,,1.93,2.96,0.1021
3W01,Oak-Pine,Grassland,Woodland,1,3,,,8.4696,5.7505,2.7191,48.03,50.7273,2.6973,0.0475,0.402,0.2003,0.1055,1.3425,1.12,,1.87,2.99,0.0973
3W02,Oak-Pine,Grassland,Woodland,2,3,,,8.7375,5.7411,2.9964,47.81,50.6096,2.7996,0.0558,0.3828,0.2022,0.104,1.042,0.87,,1.87,2.74,0.0969
3W03,Oak-Pine,Grassland,Woodland,3,3,,,8.6748,5.955,2.7198,48.07,50.7863,2.7163,0.0524,0.4231,0.2103,0.0977,1.0829,0.91,,1.88,2.79,0.0979
3W04,Oak-Pine,Grassland,Woodland,4,3,,,7.7642,5.913,1.8512,48.18,50.0526,1.8726,0.0504,0.4076,0.2121,0.1077,0.7846,0.65,,1.89,2.54,0.1025
3P01,Oak-Pine,Grassland,Oak Pine,1,3,,,8.6319,6.0757,2.5562,48.82,51.381,2.561,0.0522,0.4014,0.202,0.1042,1.019,0.85,,1.88,2.73,0.1035
3P02,Oak-Pine,Grassland,Oak Pine,2,3,,,8.4258,5.8942,2.5316,48.71,51.254,2.544,0.0516,0.4114,0.2124,0.1012,1.0973,0.95,,1.84,2.79,0.101
3P03,Oak-Pine,Grassland,Oak Pine,3,3,,,8.5281,5.9793,2.5488,48.09,51.0604,2.9704,0.0507,0.407,0.2164,0.1006,1.045,0.9,,1.9,2.8,0.1015
3P04,Oak-Pine,Grassland,Oak Pine,4,3,,,8.3892,5.9155,2.4737,47.45,49.936,2.486,0.0562,0.4035,0.2053,0.1086,1.1865,0.99,,1.85,2.84,0.1101
3S01,Oak-Pine,Grassland,Subalpine,1,3,,,8.3905,5.6326,2.7579,47.33,50.0808,2.7508,0.0534,0.4273,0.208,0.1092,1.0808,0.9,,1.92,2.82,0.0994
3S02,Oak-Pine,Grassland,Subalpine,2,3,,,8.7155,6.0226,2.6929,48,50.6921,2.6921,0.0521,0.398,0.2119,0.108,1.0907,0.94,,1.85,2.79,0.1084
3S03,Oak-Pine,Grassland,Subalpine,3,3,,,8.3279,5.8821,2.4458,47.84,50.2991,2.4591,0.0501,0.4021,0.197,0.1049,1.0732,0.93,,1.86,2.79,0.1086
3S04,Oak-Pine,Grassland,Subalpine,4,3,,,8.5006,5.9719,2.5287,47.94,50.4778,2.5378,0.052,0.4287,0.2177,0.1048,1.0442,0.9,,1.86,2.76,0.0989
3C01,Oak-Pine,Grassland,,1,3,,,8.85,5.85,3,49.01,51.96,2.95,,,,0.11,1.01,0.84,,1.88,2.72,0.1
3C02,Oak-Pine,Grassland,,2,3,,,8.78,5.76,3.02,48.76,50.46,1.7,,,,0.1,1.09,1.06,,1.86,2.92,0.12
3C03,Oak-Pine,Grassland,,3,3,,,8.81,5.95,2.86,47.48,51.58,4.1,,,,0.11,1.23,0.91,,1.85,2.76,0.1
3C04,Oak-Pine,Grassland,,4,3,,,8.97,5.82,3.15,48.76,51.87,3.11,,,,0.11,1.23,1.05,,1.84,2.89,0.11
3N01,Oak-Pine,Grassland,,1,3,,,7.36,5.6,1.76,48.75,50.48,1.73,,,,0.1,1.04,0.89,,1.87,2.76,0.11
3N02,Oak-Pine,Grassland,,2,3,,,7.45,5.65,1.8,48.99,50.75,1.76,,,,0.11,1.14,0.96,,1.88,2.84,0.1
3N03,Oak-Pine,Grassland,,3,3,,,7.32,5.58,1.74,47.63,49.34,1.71,,,,0.1,1.08,0.91,,1.82,2.73,0.11
3N04,Oak-Pine,Grassland,,4,3,,,7.42,5.7,1.72,48.9,50.59,1.69,,,,0.13,1.11,0.94,,1.86,2.8,0.11
3L01,Oak-Pine,Grassland,,1,3,,,5.51,3.91,1.6,50.64,52.2,1.56,,,,0.1,1.05,0.89,,1.86,2.75,0.09
3L02,Oak-Pine,Grassland,,2,3,,,5.521,3.8715,1.6495,50.67,52.3141,1.6441,,,,0.1167,1.0476,0.9,,1.86,2.76,0.103
3L03,Oak-Pine,Grassland,,3,3,,,5.54,3.9,1.64,50.45,52.07,1.62,,,,0.11,1.09,0.94,,1.88,2.82,0.11
3L04,Oak-Pine,Grassland,,4,3,,,5.49,3.87,1.62,50.81,52.39,1.58,,,,0.09,1.03,0.89,,1.86,2.75,0.1
3C05,Oak-Pine,Grassland,,5,3,,,8.7223,5.9938,2.7285,48.05,50.8059,2.7559,,,,0.1197,,0.9842,,1.0258,2.01,0.1101
4D01,Woodland,Grassland,Desert,1,3,,,9.5522,6.0394,3.5128,50.43,53.8673,3.4373,0.0493,0.4115,0.209,0.1102,1.0237,0.85,,1.92,2.77,0.1037
4D02,Woodland,Grassland,Desert,2,3,,,9.6546,5.8303,3.8243,50.63,54.4289,3.7989,0.0532,0.4024,0.2015,0.105,1.0113,0.83,,1.84,2.67,0.1058
4D03,Woodland,Grassland,Desert,3,3,,,9.4232,5.8694,3.5538,50.7,54.2467,3.5467,0.051,0.407,0.206,0.101,1.0344,0.87,,1.86,2.73,0.1081
4D04,Woodland,Grassland,Desert,4,3,,,9.6572,5.9706,3.6866,50.74,54.4051,3.6651,0.051,0.41,0.2029,0.0974,1.0112,0.84,,1.85,2.69,0.1077
4G01,Woodland,Grassland,Grassland,1,3,,,9.38,5.6132,3.7668,50.49,53.6858,3.1958,0.0555,0.4015,0.2022,0.1158,1.0006,0.84,,1.88,2.72,0.1053
