STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP_in,SNOW_in,SNWD_in,PRCP_mm,Snow_mm,SNWD_mm,TMAX_F,TMIN_F,TOBS_F
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/31/16,,,0.55,0,0,13.97,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/13/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/14/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/15/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/16/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,8/31/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/20/16,,,0.05,,,1.27,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/21/16,,,1.47,,,37.338,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/22/16,,,0.66,0,0,16.764,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/29/16,,,0.01,0,0,0.254,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,9/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/6/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/7/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/8/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/9/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/10/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/11/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/12/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/24/16,,,0.02,0,0,0.508,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/25/16,,,0.74,0,0,18.796,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,10/31/16,,,0.24,0,0,6.096,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/1/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/2/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/3/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/21/16,,,0.65,0,0,16.51,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/22/16,,,0.26,0,0,6.604,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/27/16,,,0.89,3.7,4,22.606,93.98,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/28/16,,,0.87,0.3,3,22.098,7.62,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/29/16,,,0,0,3,0,0,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,11/30/16,,,0,0,2,0,0,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/1/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/2/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/16/16,,,1.17,0,0,29.718,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/17/16,,,2.58,0.2,0,65.532,5.08,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/22/16,,,1.31,0,0,33.274,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/23/16,,,0.67,0,0,17.018,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/24/16,,,1.03,6.9,7,26.162,175.26,177.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/25/16,,,0.29,2.5,9,7.366,63.5,228.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/26/16,,,0,0,8,0,0,203.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/27/16,,,0,0,4,0,0,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/28/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/31/16,,,0.32,0,0,8.128,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/1/17,,,1.03,4.5,4,26.162,114.3,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/2/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/3/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/4/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/5/17,,,0.02,0,0,0.508,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/6/17,,,0.46,0,0,11.684,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/7/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/8/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/9/17,,,0.01,,,0.254,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/10/17,,,0.71,,,18.034,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/11/17,,,0.04,,,1.016,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/12/17,,,0.37,0,0,9.398,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/13/17,,,1.54,9.6,10,39.116,243.84,254,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/14/17,,,0.33,1.5,10,8.382,38.1,254,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/15/17,,,0,0,6,0,0,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/16/17,,,0,0,4,0,0,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/17/17,,,0,0,2,0,0,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/18/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/19/17,,,0.43,1.7,2,10.922,43.18,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/20/17,,,2.08,3.1,3,52.832,78.74,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/21/17,,,3.02,12.4,13,76.708,314.96,330.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/22/17,,,0,0,12,0,0,304.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/23/17,,,3.14,3.8,15,79.756,96.52,381,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/24/17,,,1.19,4.7,19,30.226,119.38,482.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/25/17,,,0,0,19,0,0,482.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/26/17,,,0,0,19,0,0,482.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/27/17,,,0,0,17,0,0,431.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/28/17,,,0,0,15,0,0,381,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/29/17,,,0,0,10,0,0,254,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/30/17,,,0,0,8,0,0,203.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/31/17,,,0,0,6,0,0,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/1/17,,,0,0,5,0,0,127,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/2/17,,,0,0,4,0,0,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/3/17,,,0.02,0,4,0.508,0,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/4/17,,,0.05,0,2,1.27,0,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/5/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/6/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/7/17,,,0.83,0,1,21.082,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/8/17,,,0.21,0,1,5.334,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/9/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/10/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/11/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/12/17,,,0.2,0,0,5.08,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/13/17,,,0,0,0,0,0,0,,,
